Datetime,Load,CR,WR,NER,ER,NR
5/13/2024 9:00,7293.877522,3428.122435,1458.775504,1094.081628,729.3877522,583.5102018
5/13/2024 10:00,7561.151985,3553.741433,1512.230397,1134.172798,756.1151985,604.8921588
5/13/2024 10:00,7561.151985,3553.741433,1512.230397,1134.172798,756.1151985,604.8921588
5/13/2024 11:00,7701.582454,3619.743753,1540.316491,1155.237368,770.1582454,616.1265963
5/13/2024 11:00,7701.582454,3619.743753,1540.316491,1155.237368,770.1582454,616.1265963
5/13/2024 12:00,7780.791609,3656.972056,1556.158322,1167.118741,778.0791609,622.4633288
5/13/2024 12:00,7780.791609,3656.972056,1556.158322,1167.118741,778.0791609,622.4633288
5/13/2024 13:00,7652.974941,3596.898222,1530.594988,1147.946241,765.2974941,612.2379952
5/13/2024 13:00,7652.974941,3596.898222,1530.594988,1147.946241,765.2974941,612.2379952
5/13/2024 14:00,7676.459425,3607.93593,1535.291885,1151.468914,767.6459425,614.116754
5/13/2024 14:00,7676.459425,3607.93593,1535.291885,1151.468914,767.6459425,614.116754
5/13/2024 15:00,7817.153379,3674.062088,1563.430676,1172.573007,781.7153379,625.3722703
5/13/2024 15:00,7817.153379,3674.062088,1563.430676,1172.573007,781.7153379,625.3722703
5/13/2024 16:00,7782.495067,3657.772682,1556.499013,1167.37426,778.2495067,622.5996054
5/13/2024 16:00,7782.495067,3657.772682,1556.499013,1167.37426,778.2495067,622.5996054
5/13/2024 17:00,7712.542563,3624.895004,1542.508513,1156.881384,771.2542563,617.003405
5/13/2024 17:00,7712.542563,3624.895004,1542.508513,1156.881384,771.2542563,617.003405
5/13/2024 18:00,7603.953365,3573.858081,1520.790673,1140.593005,760.3953365,608.3162692
5/13/2024 18:00,7603.953365,3573.858081,1520.790673,1140.593005,760.3953365,608.3162692
5/13/2024 19:00,7470.437071,3511.105423,1494.087414,1120.565561,747.0437071,597.6349657
5/13/2024 19:00,7470.437071,3511.105423,1494.087414,1120.565561,747.0437071,597.6349657
5/13/2024 20:00,7433.981763,3493.971429,1486.796353,1115.097264,743.3981763,594.7185411
5/13/2024 20:00,7433.981763,3493.971429,1486.796353,1115.097264,743.3981763,594.7185411
5/13/2024 21:00,7312.495699,3436.872979,1462.49914,1096.874355,731.2495699,584.9996559
5/13/2024 21:00,7312.495699,3436.872979,1462.49914,1096.874355,731.2495699,584.9996559
5/13/2024 22:00,7190.267123,3379.425548,1438.053425,1078.540068,719.0267123,575.2213698
5/13/2024 22:00,7190.267123,3379.425548,1438.053425,1078.540068,719.0267123,575.2213698
5/13/2024 23:00,6882.93668,3234.98024,1376.587336,1032.440502,688.293668,550.6349344
5/13/2024 23:00,6882.93668,3234.98024,1376.587336,1032.440502,688.293668,550.6349344
5/14/2024 0:00,6699.912068,3148.958672,1339.982414,1004.98681,669.9912068,535.9929654
5/14/2024 0:00,6699.912068,3148.958672,1339.982414,1004.98681,669.9912068,535.9929654
5/14/2024 1:00,6303.738857,2962.757263,1260.747771,945.5608286,630.3738857,504.2991086
5/14/2024 1:00,6303.738857,2962.757263,1260.747771,945.5608286,630.3738857,504.2991086
5/14/2024 2:00,6100.167597,2867.078771,1220.033519,915.0251396,610.0167597,488.0134078
5/14/2024 2:00,6100.167597,2867.078771,1220.033519,915.0251396,610.0167597,488.0134078
5/14/2024 3:00,5973.81813,2807.694521,1194.763626,896.0727194,597.381813,477.9054504
5/14/2024 3:00,5973.81813,2807.694521,1194.763626,896.0727194,597.381813,477.9054504
5/14/2024 4:00,5890.578872,2768.57207,1178.115774,883.5868308,589.0578872,471.2463098
5/14/2024 4:00,5890.578872,2768.57207,1178.115774,883.5868308,589.0578872,471.2463098
5/14/2024 5:00,5889.931511,2768.26781,1177.986302,883.4897267,588.9931511,471.1945209
5/14/2024 5:00,5889.931511,2768.26781,1177.986302,883.4897267,588.9931511,471.1945209
5/14/2024 6:00,6018.529117,2828.708685,1203.705823,902.7793675,601.8529117,481.4823294
5/14/2024 6:00,6018.529117,2828.708685,1203.705823,902.7793675,601.8529117,481.4823294
5/14/2024 7:00,6370.747441,2994.251297,1274.149488,955.6121162,637.0747441,509.6597953
5/14/2024 7:00,6370.747441,2994.251297,1274.149488,955.6121162,637.0747441,509.6597953
5/14/2024 8:00,6740.506395,3168.038006,1348.101279,1011.075959,674.0506395,539.2405116
5/14/2024 8:00,6740.506395,3168.038006,1348.101279,1011.075959,674.0506395,539.2405116
5/14/2024 9:00,7206.819609,3387.205216,1441.363922,1081.022941,720.6819609,576.5455687
5/14/2024 9:00,7206.819609,3387.205216,1441.363922,1081.022941,720.6819609,576.5455687
5/14/2024 10:00,7417.481815,3486.216453,1483.496363,1112.622272,741.7481815,593.3985452
5/14/2024 10:00,7417.481815,3486.216453,1483.496363,1112.622272,741.7481815,593.3985452
5/14/2024 11:00,7591.977557,3568.229452,1518.395511,1138.796634,759.1977557,607.3582045
5/14/2024 11:00,7591.977557,3568.229452,1518.395511,1138.796634,759.1977557,607.3582045
5/14/2024 12:00,7648.501067,3594.795502,1529.700213,1147.27516,764.8501067,611.8800854
5/14/2024 12:00,7648.501067,3594.795502,1529.700213,1147.27516,764.8501067,611.8800854
5/14/2024 13:00,7621.73515,3582.21552,1524.34703,1143.260272,762.173515,609.738812
5/14/2024 13:00,7621.73515,3582.21552,1524.34703,1143.260272,762.173515,609.738812
5/14/2024 14:00,7739.260254,3637.452319,1547.852051,1160.889038,773.9260254,619.1408203
5/14/2024 14:00,7739.260254,3637.452319,1547.852051,1160.889038,773.9260254,619.1408203
5/14/2024 15:00,7833.481344,3681.736232,1566.696269,1175.022202,783.3481344,626.6785075
5/14/2024 15:00,7833.481344,3681.736232,1566.696269,1175.022202,783.3481344,626.6785075
5/14/2024 16:00,7865.177632,3696.633487,1573.035526,1179.776645,786.5177632,629.2142106
5/14/2024 16:00,7865.177632,3696.633487,1573.035526,1179.776645,786.5177632,629.2142106
5/14/2024 17:00,7860.720143,3694.538467,1572.144029,1179.108022,786.0720143,628.8576115
5/14/2024 17:00,7860.720143,3694.538467,1572.144029,1179.108022,786.0720143,628.8576115
5/14/2024 18:00,7749.041696,3642.049597,1549.808339,1162.356254,774.9041696,619.9233356
5/14/2024 18:00,7749.041696,3642.049597,1549.808339,1162.356254,774.9041696,619.9233356
5/14/2024 19:00,7424.718774,3489.617824,1484.943755,1113.707816,742.4718774,593.977502
5/14/2024 19:00,7424.718774,3489.617824,1484.943755,1113.707816,742.4718774,593.977502
5/14/2024 20:00,7361.920629,3460.102696,1472.384126,1104.288094,736.1920629,588.9536503
5/14/2024 20:00,7361.920629,3460.102696,1472.384126,1104.288094,736.1920629,588.9536503
5/14/2024 21:00,7348.31956,3453.710193,1469.663912,1102.247934,734.831956,587.8655648
5/14/2024 21:00,7348.31956,3453.710193,1469.663912,1102.247934,734.831956,587.8655648
5/14/2024 22:00,7240.3407,3402.960129,1448.06814,1086.051105,724.03407,579.227256
5/14/2024 22:00,7240.3407,3402.960129,1448.06814,1086.051105,724.03407,579.227256
5/14/2024 23:00,6970.563143,3276.164677,1394.112629,1045.584471,697.0563143,557.6450514
5/14/2024 23:00,6970.563143,3276.164677,1394.112629,1045.584471,697.0563143,557.6450514
5/15/2024 0:00,6789.680609,3191.149886,1357.936122,1018.452091,678.9680609,543.1744487
5/15/2024 0:00,6789.680609,3191.149886,1357.936122,1018.452091,678.9680609,543.1744487
5/15/2024 1:00,6418.281163,3016.592147,1283.656233,962.7421745,641.8281163,513.4624931
5/15/2024 1:00,6418.281163,3016.592147,1283.656233,962.7421745,641.8281163,513.4624931
5/15/2024 2:00,6207.655449,2917.598061,1241.53109,931.1483173,620.7655449,496.6124359
